index,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
166,132170.0,-3.231761923,0.515009769,-1.280129683,-0.488167731,2.043214904,1.363603296,2.646306152,-0.32358295,-0.606373394,0.553602766,1.016429888,0.051302054,-0.927917717,0.568937792,-0.40303322,-1.179858193,-0.139427533,-1.21744333,-1.390767903,-1.197340872,0.047274431,1.322302849,-0.337340313,-0.667152708,1.703959389,-0.17924124,-1.232145352,0.177392474,186.92,0
874,129186.0,0.290155158,0.049243132,-0.740523666,2.86546277,1.395293916,-0.535163279,0.14254337,-0.222769707,-1.463690652,1.713537553,-1.127573492,-0.708657346,0.272186077,0.274710292,0.235191952,-0.463552709,0.472995391,-0.447899156,1.790924147,0.247579535,0.337348848,1.018190578,0.303550011,0.83388612,-1.222306097,2.745260672,-0.2204016,0.16823274,7.18,1
21,163642.0,-0.654896103,0.868004612,2.007291193,-0.316588667,-0.324745818,-0.463501205,0.357718006,0.151127906,0.428986833,-0.739926981,-1.011557535,-0.797643464,-1.459014003,0.285292484,1.476851833,-0.102383416,-0.245291091,0.445116505,0.714594734,0.058988416,-0.178234888,-0.412613533,-0.264901318,-0.040266778,0.323222044,-0.640645271,0.346595642,0.140934498,1.0,0
737,160791.0,2.132386021,0.70560782,-3.530758736,0.514779311,1.527174698,-1.716268269,1.13279093,-0.574214355,0.128903891,-1.000805052,-0.191190537,-0.32379419,-0.572455951,-1.422063853,0.314684199,-0.387162054,1.734741604,0.610975988,-0.221267208,-0.211167179,0.163739122,0.70391044,-0.245076157,0.460049174,0.920280993,-0.216585742,-0.026218564,-0.025001296,1.0,1
439,137343.0,0.170763262,1.263647617,0.782035375,4.69596579,0.926866644,0.212483663,0.6276962,-0.137633951,-1.925155418,1.514528827,-1.276681103,0.091389731,1.297003371,-0.083936191,-0.622085142,-0.836429645,0.390261898,-0.157541226,1.306998104,0.231332973,0.341934692,1.27679093,-0.084669226,0.127092938,-0.885101002,0.45944376,0.290923812,0.26633144,6.83,0
316,120612.0,-1.781084676,1.474529985,0.652957729,-1.325763156,-0.226578692,-0.132652912,0.104083919,0.294646493,1.097307956,0.679659495,0.672999312,1.176019897,0.632601261,-0.419834351,-0.325116443,0.369028547,-0.935135102,0.211715338,0.092167406,0.289692209,-0.217744475,-0.354182163,0.05747971,-0.426708279,-0.020537087,-0.311378044,-0.257501448,0.020318844,2.31,0
484,55459.0,-2.576943861,0.3531987,0.374253037,-0.120539114,0.651415286,-1.529049012,-0.021291828,0.759170208,-0.724222191,-0.92200858,0.769604123,1.760390782,0.615669939,0.69859087,-2.044510494,0.505376732,-0.6385678,-0.092245834,-1.475039515,-0.418599207,0.177976457,0.317049824,-0.625393445,0.602300676,0.2401803,-0.677302276,0.199991986,-0.30637355,26.02,0
467,140741.0,2.117311455,0.062882371,-2.179987903,-0.121104081,0.605307225,-1.339280373,0.679669556,-0.434656805,0.022810302,0.203815506,0.726457753,0.642586576,-0.506967268,1.067054869,-0.265468931,-0.3397459,-0.595966783,0.094555772,0.517413264,-0.253876373,0.172774597,0.603301182,-0.086747154,-0.286945798,0.439629199,0.242275731,-0.092109896,-0.093509303,0.77,0
451,100483.0,-4.219936411,2.748283462,0.923853263,3.484939759,0.782298348,2.866622023,1.041049209,-0.375322708,3.183979408,7.1014408,2.908665346,-2.398307667,2.290515371,-0.74649252,0.75652557,-1.14948206,0.499421095,-0.939309655,-0.144620259,2.001765196,-1.205199683,-0.220003258,-0.141432573,-1.542796905,-0.261473403,0.026368597,0.503629645,0.496786315,75.86,0
170,9713.0,1.254001673,0.447223632,0.442113264,0.90079851,-0.313813214,-1.029044739,-0.012868988,-0.276333814,1.340493235,-0.649969987,0.855329207,-2.353862395,1.711826183,1.178490011,0.373750388,0.456819006,0.736011957,-0.00637711,-0.401522287,-0.128412115,-0.438231681,-1.030192596,0.14061393,0.280255665,0.186736527,0.056032952,-0.05132535,0.024550821,4.49,0
117,32494.0,0.867184012,-0.188020071,0.847933889,1.379910657,-0.669530162,-0.261375484,-0.047656227,-0.053773012,0.044527642,-0.11007215,0.273416906,0.996339024,1.251695905,-0.038029609,1.326094574,0.020338977,-0.276891409,-0.476927488,-1.158245754,0.190143244,0.270784899,0.603046364,-0.139911688,0.452753142,0.386154459,-0.300181655,0.04141853,0.058746441,145.0,0
708,151029.0,-3.818213718,2.551337678,-4.759158316,1.636966959,-1.167900084,-1.678413388,-3.144732472,1.24510555,-1.692541354,-4.759931374,3.642256939,-4.165202323,0.703069875,-7.624316314,-1.4980124,-4.07999233,-6.717176548,-1.887549649,1.35674829,0.164453446,0.83768544,0.761712127,-0.417694266,-0.469712472,-0.225934236,0.586415249,-0.348107406,0.087776872,10.7,1
149,51145.0,1.090014381,-0.576851965,1.317995282,1.050674746,-0.97903125,0.995916061,-1.008002665,0.431193165,1.762194818,-0.517353568,-1.647822011,0.497273364,-0.560878913,-0.948344434,-1.312160389,-0.706521164,0.582073508,-0.829765493,0.338174264,-0.143475544,-0.212091474,-0.151478108,-0.059194113,-0.370102537,0.357918422,0.448036472,0.054062468,0.019243321,26.9,0
324,19911.0,1.351996806,-0.609022118,0.581311925,-0.282214255,-0.996324548,-0.341252972,-0.83736877,-0.01331872,1.09596262,0.126355105,0.285202416,-3.661784875,-0.041560494,1.33482256,-0.787549124,0.334731954,1.788033103,-1.735779981,0.38905444,-0.138164863,-0.163851546,-0.180295573,0.029040072,0.006027141,0.403968872,-0.247907744,-0.007563946,-0.00013418,10.0,0
422,162120.0,0.197319681,1.081602149,-0.661174445,-0.704167761,1.292226289,-0.443946105,1.016029145,-0.112908013,-0.118382069,-0.85587305,-1.145848154,0.070391782,0.881237733,-1.208042591,-0.275119018,0.48673598,0.084903128,-0.096157417,0.012573868,0.086740524,-0.376549079,-0.892590125,0.003811777,-0.050586232,-0.308313971,0.150203685,0.226765258,0.079242678,2.87,0
94,148964.0,-0.23398222,0.592254753,-0.891007424,-1.126894447,1.693867125,2.22396921,0.069334855,1.132543959,-0.315269655,-0.819671741,0.343714955,0.46432246,-0.910202398,0.848839891,-0.093489442,-0.78317013,0.448095242,-1.679855657,-0.862377559,-0.42631129,-0.056116349,-0.159825166,0.114411332,-1.718311001,-0.602843849,0.350142691,-0.102385718,-0.103926842,5.0,0
414,152607.0,2.238330852,-1.372173625,-0.659859676,-1.43259754,-1.477478106,-0.950205211,-1.058963244,-0.314386283,-1.249054568,1.52135186,-0.835885498,-0.225914971,1.444502134,-0.69178936,-0.235747279,-0.550731098,0.419145767,-0.174181257,-0.20565799,-0.329147275,-0.1318243,0.150609182,0.222811236,0.055223066,-0.228883823,-0.186427931,0.023401646,-0.040013967,39.2,0
33,15426.0,0.379613107,-1.851506971,0.341308736,-1.16786121,-0.642193791,1.787191311,-0.76650749,0.56418005,3.008723611,-1.701981607,2.821855884,-1.086226519,1.136923244,1.682360525,1.108357137,-1.353476275,1.527453191,-0.736710613,-0.774542187,0.452001319,0.322451955,0.728323498,-0.327337449,-1.332289851,0.013735939,0.171425423,0.015316679,0.049536553,360.0,0
5,79487.0,-1.956163525,-1.369914824,2.528720594,-1.568704913,0.97661993,-1.129910364,-1.054280402,0.514990291,1.106836702,-1.580266135,1.29809645,0.971789717,-1.02733794,0.159292432,0.356590717,-0.444482185,-0.193148293,0.396936575,-0.085118526,0.226309261,0.253643424,0.358338579,-0.006016876,0.211329039,0.423477363,-0.772168049,0.060475797,0.095562066,1.0,0
883,150494.0,1.852889095,1.069592864,-1.776101273,4.617409969,0.770412982,-0.400859126,-0.040970122,0.089510463,-0.217705276,-0.3739273,-0.688453907,-1.463206924,-1.624155,-4.252465599,-1.340175884,1.7328728,2.934481224,1.437196572,-1.923308939,-0.288392191,-0.157868696,-0.176243752,0.027436946,-0.468006203,0.058062799,0.14826306,0.042277764,0.040572752,1.0,1
716,101597.0,0.913116135,1.145381087,-4.602877933,2.091803374,-0.473223859,-2.085435833,-1.671244032,0.094396586,0.337798765,-4.431809632,4.87197986,-5.395221177,1.332502156,-4.603796692,-0.777313548,-2.571891561,-3.003615305,-0.225441388,0.252273565,0.508984748,0.401415741,-0.084933416,-0.197684434,-0.283271079,0.387597336,-0.553526986,0.516274457,0.270828187,147.87,1
971,29753.0,0.26961409,3.549755129,-5.810353445,5.809369574,1.538807934,-2.269219136,-0.824203333,0.351069915,-3.759059456,-4.592389806,5.47939151,-5.657857541,-2.64807609,-10.38488974,-0.225946408,-0.701882909,0.409735841,0.939603694,-1.954299955,0.310524633,0.371121111,-0.32228952,-0.549855883,-0.520628959,1.378210387,0.564714293,0.553254714,0.402400009,0.68,1
647,93860.0,-10.85028159,6.727465688,-16.76058341,8.425831679,-10.25269687,-4.192171044,-14.07708601,7.168287933,-3.683242174,-15.23996196,8.030708408,-16.06030576,0.270529742,-14.95298104,-0.241094884,-11.86673064,-15.48698992,-5.748651557,4.130031427,-0.646818273,2.541636947,0.135534921,-1.023966892,0.406264526,0.106592779,-0.026232389,-1.464630024,-0.41168182,78.0,1
555,34687.0,-0.860826892,3.131789633,-5.052968134,5.420940709,-2.494141416,-1.811286628,-5.479117451,1.189471987,-3.908205793,-7.060746182,4.729974154,-8.629054408,1.178797963,-11.18206341,0.445243113,-6.532982278,-13.38925072,-4.480412567,0.432054207,1.08575952,1.19269354,0.090355811,-0.341880851,-0.215924151,1.053031946,0.271139003,1.373299577,0.691195096,19.02,1
486,1041.0,0.811001537,-0.857559726,-0.449312102,0.339344659,-0.495668668,-0.753461154,0.493522439,-0.28378357,0.352968593,-0.290805295,-1.059512296,-0.228329018,-0.64269069,0.330678137,0.248059182,-0.082797425,-0.078272004,-0.454031622,0.404081916,0.426461328,0.035279497,-0.397046664,-0.377698876,-0.027973353,0.490278653,1.09491195,-0.150188428,0.033439392,274.72,0
534,68207.0,-13.19267096,12.78597064,-9.906650021,3.320336883,-4.801175932,5.760058556,-18.75088916,-37.35344264,-0.391539744,-5.052502367,4.406805524,-4.610756477,-1.90948797,-9.072710934,-0.226074451,-6.211557482,-6.248145353,-3.149246695,0.051576119,-3.493049915,27.20283916,-8.887017141,5.303606904,-0.639434802,0.263203123,-0.10887693,1.269566355,0.939407363,1.0,1
949,160665.0,-0.417339782,4.700055274,-7.521766828,7.671884451,0.260821238,-2.64669254,-2.854432162,0.958783103,-4.588535893,-6.120715087,4.548494584,-7.836252798,-0.242674771,-13.20250534,1.092441599,-3.040862552,-3.008958001,-0.159966954,0.788086296,0.832034789,0.622200356,-0.437708334,-0.09035829,-0.742802158,-0.312360714,0.502574976,0.821390287,0.372378817,0.77,1
26,130039.0,2.054788482,0.784623369,-1.971748948,3.433929818,1.505452486,-0.035791095,0.777968781,-0.222799044,-1.404299904,1.615122756,-1.815103896,-1.134746177,-0.883623985,0.889070804,-0.47597831,0.67111542,-0.884180517,-0.345440611,-1.299807612,-0.329974276,0.084686347,0.183391369,-0.024107125,-0.0088035,0.439794207,0.159403031,-0.094109783,-0.070467033,0.76,0
471,146155.0,1.883905673,-0.387885226,-0.329638729,0.318284611,-0.665206088,-0.554515974,-0.416364593,0.011290098,1.06013657,-0.106608454,1.009697402,1.339200843,0.010348963,0.243361969,-0.001218748,0.207798223,-0.741845237,0.274122367,0.255916619,-0.173251813,-0.138047342,-0.337181046,0.34746458,0.016304774,-0.412578878,-1.009588298,0.046665579,-0.031832313,34.99,0
473,154315.0,-3.187203767,2.099359194,-1.312359543,-1.069979051,-0.52744153,-1.044454983,-0.265863844,1.307185648,0.916902536,-0.243357822,-1.241619128,1.269901362,0.527482674,0.511953373,-0.991947673,-0.565698507,0.334956766,-0.388622046,-0.43800022,-0.318152987,0.080345482,0.882593781,0.289593186,1.123963394,0.444228207,-0.554865694,0.086671491,-0.057907447,7.08,0
142,89391.0,-0.608062899,1.246710196,-0.617254756,0.639099526,1.384512292,1.100861612,0.61598736,0.803261459,-0.892050481,-0.149586918,0.513099434,0.250079142,-1.394125783,1.286431541,-0.130133856,-1.595138727,0.850422128,-0.906604656,0.13771847,-0.202328313,0.246252392,0.932567412,-0.218632577,-1.515094787,-0.178062081,-0.265728042,0.355782859,0.147858199,4.39,0
232,81505.0,1.220120564,-0.018614701,0.726954156,-0.040155237,-0.715820825,-0.736337265,-0.242017465,-0.080824552,0.28532057,-0.272872243,0.382469473,0.712797088,0.608132584,0.067009353,1.417781373,-0.008497292,0.001975861,-1.04370368,-0.456670223,-0.07550378,-0.079245396,-0.151169355,0.161108576,0.465303203,0.020153851,0.912728423,-0.049832478,0.010174217,0.77,0
493,135102.0,1.862101789,-0.124051888,-1.98975175,0.382608915,0.473031677,-0.674516988,0.298621349,-0.282415726,0.802052525,-0.98943119,-0.491112318,0.90381935,1.366524315,-1.886162307,-0.194861302,0.086836724,0.97854624,0.055603974,0.189130836,0.150726988,-0.204158276,-0.511441056,0.07787415,0.38833512,0.007895728,-0.120979613,-0.019578793,0.006154705,108.51,1
894,166831.0,-2.027135422,-1.131890357,-1.135194254,1.086962637,-0.010547346,0.423796702,3.790880171,-1.155595098,-0.06343357,1.334414062,1.032015582,-0.722023082,-1.533239652,0.334119448,0.29747886,-0.429391896,-0.82464421,0.489667799,0.873344272,0.033804015,-0.31510456,0.5755197,0.490842009,0.756502366,-0.142685359,-0.602776609,0.508712459,-0.091645526,634.3,1
350,113732.0,-0.999359543,0.364624307,0.654639945,-0.302612751,2.145747403,-1.045892339,-0.966374441,-0.71118137,-0.183696794,-0.163582362,0.806658861,0.369107017,-0.935838693,0.919376484,0.517315772,-0.510583823,-0.276327619,0.76478013,0.797458274,-0.380689339,1.12837008,0.568971499,-2.225171525,0.816641166,-0.103685538,-0.347934733,0.32328268,0.16445248,1.0,0
687,56887.0,-0.075483466,1.812354584,-2.56698081,4.127548607,-1.62853157,-0.805895446,-3.390134545,1.019353262,-2.451251252,-3.555834927,4.31571103,-5.479801677,-2.115503156,-5.588785577,0.280108069,-3.507230624,-7.457094938,-2.325491682,-0.440434553,0.338598141,0.794372452,0.270471232,-0.143624141,0.013565915,0.634203129,0.213693187,0.773625467,0.387434055,5.0,1
99,116166.0,-0.173582395,0.126422788,0.623239999,-2.131359497,0.264673019,-0.304163259,0.749956199,-0.257811691,-1.162976725,0.409809214,0.635095546,-0.766864652,-1.18977973,-0.090437574,-1.45894926,0.744836061,0.041138712,-1.151948507,1.073201152,0.036879453,0.046138719,0.142839477,-0.141125663,0.740785091,-0.262202385,-0.463167324,-0.187329368,-0.095866415,29.0,0
193,53115.0,1.074721277,0.087564775,0.19723007,1.188619736,-0.351475575,-0.932314172,0.337837134,-0.258163233,-0.033523747,-0.027151717,-0.389432817,0.211948881,0.054452736,0.400781009,0.92656879,0.05994053,-0.42746556,-0.137206937,-0.397285016,0.037958862,0.080949589,0.082682325,-0.177605214,0.39802187,0.657338928,-0.337616368,-0.002626059,0.035721586,92.35,0
135,163023.0,-0.861662152,0.158130465,1.503283634,-1.059177158,1.261162415,1.187377111,-0.051756096,0.612860333,0.042005389,-1.066544959,1.238448892,1.277747878,0.521833263,0.138080204,0.751187394,-0.482155624,-0.247040463,-0.726991882,-0.970640576,-0.081444356,0.099352862,0.314001775,-0.022213273,-1.456189189,-0.412305038,-0.825391774,0.21227861,0.135261055,1.0,0
645,101051.0,-1.465315756,-1.093376878,-0.059767848,1.064784635,11.0950886,-5.430971283,-9.378025171,-0.44645614,1.992109614,1.785921772,1.368584534,-1.471696588,-0.724758846,3.442421996,-0.957403225,-1.626129419,1.418214959,-1.417916828,-1.651766181,-1.457610214,1.160623288,-1.259696808,-15.98164919,-0.883669935,-3.536716232,-0.592964888,0.675524833,0.424849352,0.92,1
814,148053.0,1.261324237,2.726800289,-5.435018912,5.342759009,1.447043018,-1.442584085,-0.898701854,0.123061978,-2.748495905,-3.202436122,1.991360635,-3.986416216,0.577206842,-8.485794506,-0.794782275,-0.666134267,-1.372629384,-0.104312956,-1.466910553,0.313331635,0.209086136,-0.425937611,-0.154439526,-0.018819504,0.632233951,0.192921615,0.468180887,0.280486471,1.59,1
264,67072.0,-1.215780696,-4.835078159,-1.537735409,0.461045574,-2.070588501,-0.088546868,1.414923646,-0.446061769,-1.106438313,0.182827987,0.587892149,0.294670531,-0.216256218,0.617296849,-0.487776255,-1.301348157,0.018016817,1.543134991,-0.476751764,2.225400676,0.390103401,-1.391363203,-1.237894241,0.103350653,-0.067040926,0.953324289,-0.331139865,0.217615409,1353.2,0
263,73489.0,-0.87257307,0.052391432,1.049444005,0.881201209,1.481189193,-0.819097463,0.514404444,-0.257883133,-0.373192038,0.22583712,-1.068438884,-0.072304102,0.833934257,-0.034064786,1.074443501,-0.219476733,-0.620799187,0.308642179,0.712907171,0.601487264,0.10886474,0.357559606,-0.045953859,-0.443614442,-0.030834052,-0.296349112,0.210696455,0.016943335,43.56,0
955,94625.0,1.707856937,0.024880791,-0.488140039,3.787548155,1.139451485,2.914672622,-0.743357878,0.699135879,1.008470647,0.912806096,0.765354142,-2.043868387,1.001547339,1.322887254,-2.720076962,-0.153429555,0.752610596,-0.755785824,-1.912562634,-0.368014255,0.010865192,0.548257832,0.091218295,-1.00795946,-0.082182818,0.179709189,0.007737719,-0.06884131,33.76,1
428,158054.0,1.876145184,0.585367207,-0.69300691,3.5868214,0.687824652,0.360973881,0.194776002,0.051334862,-1.310091888,1.581396782,0.614799679,0.729202749,0.279466933,0.384981247,-1.585390881,0.97302068,-1.00381206,-0.345296589,-1.046569843,-0.221730096,-0.216898473,-0.691472345,0.373913158,0.691143819,-0.263427253,-0.400589475,-0.044381452,-0.043618622,12.51,0
299,147939.0,2.15511388,-0.680924553,-2.751541851,-1.247485515,1.020226412,0.167963352,0.139779003,-0.095953745,-1.221845628,0.987356858,0.984840031,-0.158039678,-0.527098668,0.76157439,-0.389006427,-0.417108531,0.923953353,-2.359897176,0.209295078,-0.147627646,0.569127605,1.772001257,-0.238137651,-1.537839483,0.588384772,0.412609385,-0.054327485,-0.119714101,20.0,0
843,160243.0,-2.783865487,1.596823576,-2.084843989,2.512985584,-1.446748566,-0.828495614,-0.732262192,-0.20332886,-0.347045718,-2.16206139,1.966123457,-3.127455945,0.506574101,-5.926131041,0.931090796,-2.499307194,-3.712751867,-1.142133437,0.626240856,-0.51500092,0.20356342,0.293267882,0.199568288,0.146867632,0.163601885,-0.624084666,-1.333099759,0.428633994,156.0,1
634,154657.0,-0.679520574,4.672552752,-6.81479844,7.14350012,0.928653839,-1.873013153,-2.306689021,0.993701928,-4.944054156,-5.576418796,5.783654439,-6.117703911,0.614164841,-12.45149866,0.427152478,-2.255853807,-2.128026554,0.706765029,1.093825798,0.872005531,0.566848532,-0.321691498,-0.281324568,-1.120256038,-0.073394345,0.55353043,0.760541928,0.386741821,0.77,1
418,83669.0,-1.776631694,0.719317756,1.444767115,1.18692306,-0.543591585,-0.358172934,-0.384408516,0.472772894,0.529003199,0.125535338,-1.159046641,-0.056770898,-0.462176864,-0.131836283,0.31058141,-0.362649271,0.183946487,0.327739285,0.612096376,-0.111022132,0.133942359,0.736789161,-0.30354365,0.375266896,-0.104850408,-0.255158298,-0.49043481,-0.40051026,1.48,0
222,59725.0,1.283719337,-0.312954482,-1.331470579,-1.046971308,1.924485188,3.142376821,-0.528350954,0.743205514,0.040120346,-0.071529279,-0.048598703,-0.015673178,0.057795759,0.385365813,1.240049796,0.560296695,-0.805354376,0.062797533,0.314579385,0.123245157,-0.015328302,-0.235983471,-0.113282835,1.085302953,0.528777008,1.082104042,-0.088823858,0.000293764,38.67,0
183,137238.0,2.017650544,-0.704088789,-0.857074364,-1.532759043,-0.591545676,-0.76476909,-0.414537277,-0.145086899,2.014760872,-0.992921471,-0.585522484,1.091695044,0.72196617,-0.092182416,1.173316385,-0.348216554,-0.390040838,-0.238117956,0.831272908,-0.057549815,-0.214356386,-0.485155589,0.357568851,0.663707816,-0.373011488,-0.594358437,0.019117044,-0.025592577,38.26,0
719,28242.0,-2.787247931,-0.071340378,-1.505287775,3.361777137,-3.357421669,0.565834734,0.303653111,0.966914485,-2.245881952,-3.651426569,0.987277022,-3.834781569,-0.961354143,-3.182168085,-1.126002284,-2.954300813,-5.841218002,-2.910430298,-1.155850173,1.607396772,0.882940442,-0.24620193,1.752226785,0.219924965,0.156281695,-0.265894318,0.220694023,0.25607687,730.86,1
371,129467.0,2.261678666,-0.614638785,-1.626074798,-1.03354043,-0.226355084,-1.095535425,-0.225919124,-0.324565497,-0.589327944,0.879442577,-0.762825029,-0.999887016,-0.537259222,0.280029868,0.365301565,0.945155885,0.177693896,-1.61447365,0.730738166,-0.066125563,0.024619937,-0.036973714,0.250132077,0.63987335,-0.053427792,-0.340342964,-0.056734901,-0.058854735,7.26,0
174,151638.0,-0.184538897,0.203066645,1.119087741,-0.366545458,0.657023301,1.658433296,-0.27765023,0.62309435,0.100626938,-0.432846473,0.95510363,0.956863423,0.33100743,-0.067934365,0.456430036,-0.705944157,0.219347202,-0.601995035,-0.269191011,-0.086977682,0.419093231,1.505364572,-0.030864665,-1.337584655,-1.225843623,0.675017205,0.272314877,0.203037392,1.02,0
559,149096.0,1.184891123,3.152084205,-6.134779825,5.531252206,1.733866514,-1.816861466,-0.916696278,0.265568287,-3.158014235,-3.890169242,4.736593843,-4.162115192,-0.456696779,-10.26675811,-0.583018263,0.513470571,0.113665406,1.488620359,-1.805576714,0.336441866,0.124235616,-0.82386465,-0.079887356,0.02882779,0.389711469,0.060171071,0.485186935,0.326551572,0.0,1
872,26585.0,-19.85632233,12.09589323,-22.46408275,6.115541102,-15.14802152,-4.346724083,-15.64850747,13.27680481,-3.97416162,-8.859194059,5.730815537,-8.088033512,0.230824969,-8.578973273,0.000946637,-6.947746067,-13.47289701,-4.940210829,1.230142552,1.582929555,1.75072984,-1.409635709,-0.809809278,0.12139666,1.350300071,-0.224291874,1.597621368,0.476919818,99.99,1
72,166667.0,-2.306261741,-2.003553291,0.850486971,-1.575542074,-0.504456514,-0.454128405,-1.383597662,0.419204758,-2.265566015,1.143610998,0.091833739,-0.943874552,-0.335896854,0.072624447,-0.062238455,-0.391528847,0.726388959,0.93086188,1.335441542,-0.609096221,-0.156039534,-0.121697033,-1.044503039,-0.402476069,0.188767197,0.113749763,0.061851889,-0.416484902,93.0,0
887,135314.0,-3.158989732,1.765451619,-3.39016805,0.987409979,-1.509930366,-1.280952131,-2.719556967,0.718324817,-1.660183235,-3.841098151,3.28282461,-3.906876946,0.951367704,-4.898183035,-0.551999609,-4.787448417,-9.334329472,-2.580248656,1.501573462,-0.022589863,1.120532789,1.605085186,-0.618637378,-0.251282997,-0.240527822,-0.004326756,-0.235477311,0.018129222,84.28,1
420,45595.0,-0.582068921,0.953526323,1.244263093,0.586050515,0.858423571,0.722680059,0.871326639,0.115985059,-0.826044071,-0.423344683,-1.454348526,-0.567952934,0.224535626,0.271481822,1.535431631,-0.056685168,-0.3981648,-0.042075973,0.705470357,0.181932222,-0.152527745,-0.534923755,-0.243084178,-1.35586493,0.412927355,-0.299402839,0.07094616,0.068074437,56.84,0
65,155856.0,-1.20015958,1.007006696,1.751199997,-0.46852889,-0.339760035,-0.145770839,-0.02552774,0.686943966,-0.221790801,-0.885076644,0.773109262,0.909856561,-0.083543016,0.393923862,-0.004035737,0.180613085,-0.348126548,0.440398929,0.589859252,0.044187883,-0.111787613,-0.353288559,-0.19937614,-0.020014069,0.330959812,-0.416932544,0.196471314,0.045932139,5.0,0
